,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Comments,Conditions,For,While,do ... while,Func dec,Varibales Dec,Pointers,Comments length,code length,Variables Names
2369,1995sd,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/1995sd.jpg,/profile/1995sd,React Button Toggle,Java,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {isOn: true};
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState( state => ({
      isOn: !state.isOn
    }));
  }

  render() {
    return (
      <button onClick={this.handleClick}>
        {this.state.isOn ? 'ON' : 'OFF'}
      </button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,54,
2370,Jethet,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Jethet.jpg,/profile/Jethet,React Button Toggle,Java,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
    buttonToggle: 'ON'
    }
  }


  handleClick = event => {
    if (this.state.buttonToggle ==='ON'){
    this.setState({buttonToggle: 'OFF'})
    }
    else {
      this.setState({buttonToggle: 'ON'})
    }
  }

  render() {
    return (
      <button onClick = {this.handleClick}>{this.state.buttonToggle}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,0,3,0,0,2,1,0,0,0,56,
2371,Herman1990,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Herman1990.jpg,/profile/Herman1990,React Button Toggle,Java,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      isToggleOn: true
    }
  }

  handleClick() {
    this.setState(state => ({
      isToggleOn: !state.isToggleOn
    }))
  }

  render() {
    return (
      <button onClick={() => this.handleClick()}>{this.state.isToggleOn ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,52,
2372,petritH,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/petritH.jpg,/profile/petritH,React Button Toggle,Java,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggle: true
    }
  }

  handleClick = e => {
    e.preventDefault();
    this.setState({ toggle: !this.state.toggle });
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.toggle ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,52,
2373,toonpanupong,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/toonpanupong.jpg,/profile/toonpanupong,React Button Toggle,Java,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      isButtonOn: false
    }
  }

  handleClick() {
    this.setState(prevState => ({
      isButtonOn: !prevState.isButtonOn
    }))
  }

  render() {
    const { isButtonOn } = this.state;
    return (
      <button onClick={() => this.handleClick()}>{isButtonOn ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,58,
2375,marcosbreve,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/marcosbreve.jpg,/profile/marcosbreve,React Button Toggle,Java,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = { toggled: true  }
  }

  handleClick() {
    // todo
    this.setState({toggled: !this.state.toggled})
  }

  render() {
    return (
      <button onClick={()=> this.handleClick()}>{this.state.toggled ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,-1,Male,1,1,0,0,2,1,0,0,0,49,
2376,anyalitvinova,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/anyalitvinova.jpg,/profile/anyalitvinova,React Button Toggle,JavaScript,"import React, { useState } from 'react';
import ReactDOM from 'react-dom';

const Toggle = () => {
  const [on, setOn] = useState(true);

  return (
    <button onClick={() => setOn(!on)}>{ on ? 'ON' : 'OFF' }</button>
  );
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,27,Female,0,0,0,0,2,0,0,0,0,41,
2381,Kaiola,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Kaiola.jpg,/profile/Kaiola,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {butt:'ON'}
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
   let newStat = this.state.butt === 'ON' ? 'OFF' : 'ON';
   this.setState({butt: newStat});
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.butt}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,1,0,0,52,'newStat''newStat''newStat''newStat''newStat''newStat''newStat''newStat''newStat'
2382,AntonyM97,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AntonyM97.jpg,/profile/AntonyM97,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggle: false
    }
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState({ toggle: !this.state.toggle })
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.toggle === true ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,53,
2384,saeedafroozi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/saeedafroozi.jpg,/profile/saeedafroozi,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state={
      status:'ON',
    }
  }

  handleClick=() =>{
    if(this.state.status === 'OFF')
      this.setState({status:'ON'});
    else {
            this.setState({status:'OFF'});
    }
    // todo
  }

  render() {
    return (
      <button onClick={this.handleClick} >{this.state.status}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,1,4,0,0,2,0,0,0,0,48,
2385,araspro,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/araspro.jpg,/profile/araspro,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      buttonOn: false
    };
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState({buttonOn: !this.state.buttonOn});
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.buttonOn?'ON':'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,45,
2388,nickstrad,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nickstrad.jpg,/profile/nickstrad,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      on: true
    }
  }

  handleClick = () => {
    this.setState({ on: !this.state.on })
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.on ? ""ON"" : ""OFF"" }</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,52,
2389,Ostadius,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Ostadius.jpg,/profile/Ostadius,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggleOn: true
    };
  }

  handleClick() {
    // todo
    
    
    
  }

  render() {
    return (
      
      <button onClick={ () => this.setState({toggleOn: !this.state.toggleOn})}>{this.state.toggleOn ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,1,0,0,0,2,0,0,0,0,50,
2391,benjamintkomme,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/benjamintkomme.jpg,/profile/benjamintkomme,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      on: true
    }
  }

  handleClick = () => {
      this.setState({
        ...this.state,
        on: !this.state.on
      })
  }

  render() {
    return (
      <button onClick={this.handleClick}>{ this.state.on ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,53,
2393,lalitha0998,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/lalitha0998.jpg,/profile/lalitha0998,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state={
      buttonText:'ON'
    }
  }

  handleClick=()=> {
    if(this.state.buttonText==='ON'){
      this.setState({buttonText:'OFF'})
    }
    else{
      this.setState({buttonText:'ON'})
    }
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.buttonText}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,5,0,0,2,0,0,0,0,43,
2395,landon1234,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/landon1234.jpg,/profile/landon1234,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      status: 'ON'
    }
  }

  handleClick= () => {
    this.setState(state => ({
      status: state.status === 'ON' ? 'OFF' : 'ON'
    }));
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.status}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,54,
2396,Lemos97,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Lemos97.jpg,/profile/Lemos97,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggled: false
    }
  }

  handleClick() {
    // todo
    this.setState({
      toggled: !this.state.toggled
    })
  }

  render() {
    const {toggled} = this.state;
    return (
      <button onClick={() => this.handleClick()}>{toggled ? ""OFF"" : ""ON""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,1,0,0,0,2,0,0,0,0,56,
2397,mega0319,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/mega0319.jpg,/profile/mega0319,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      toggle: true
    }
  }

  handleClick = () => {
    this.setState({ toggle: !this.state.toggle })
  }

  determineToggleText = () => {
    return this.state.toggle ? 'ON' : 'OFF'
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.determineToggleText()}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,0,0,0,0,2,0,0,0,0,59,
2399,1995sd,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/1995sd.jpg,/profile/1995sd,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {isOn: true};
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState( state => ({
      isOn: !state.isOn
    }));
  }

  render() {
    return (
      <button onClick={this.handleClick}>
        {this.state.isOn ? 'ON' : 'OFF'}
      </button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,54,
2400,Jethet,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Jethet.jpg,/profile/Jethet,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
    buttonToggle: 'ON'
    }
  }


  handleClick = event => {
    if (this.state.buttonToggle ==='ON'){
    this.setState({buttonToggle: 'OFF'})
    }
    else {
      this.setState({buttonToggle: 'ON'})
    }
  }

  render() {
    return (
      <button onClick = {this.handleClick}>{this.state.buttonToggle}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,0,3,0,0,2,0,0,0,0,56,
2401,Herman1990,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Herman1990.jpg,/profile/Herman1990,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      isToggleOn: true
    }
  }

  handleClick() {
    this.setState(state => ({
      isToggleOn: !state.isToggleOn
    }))
  }

  render() {
    return (
      <button onClick={() => this.handleClick()}>{this.state.isToggleOn ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,52,
2402,petritH,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/petritH.jpg,/profile/petritH,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggle: true
    }
  }

  handleClick = e => {
    e.preventDefault();
    this.setState({ toggle: !this.state.toggle });
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.toggle ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,52,
2403,toonpanupong,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/toonpanupong.jpg,/profile/toonpanupong,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      isButtonOn: false
    }
  }

  handleClick() {
    this.setState(prevState => ({
      isButtonOn: !prevState.isButtonOn
    }))
  }

  render() {
    const { isButtonOn } = this.state;
    return (
      <button onClick={() => this.handleClick()}>{isButtonOn ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,0,0,0,0,58,
2405,marcosbreve,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/marcosbreve.jpg,/profile/marcosbreve,React Button Toggle,JavaScript,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = { toggled: true  }
  }

  handleClick() {
    // todo
    this.setState({toggled: !this.state.toggled})
  }

  render() {
    return (
      <button onClick={()=> this.handleClick()}>{this.state.toggled ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,-1,Male,1,0,0,0,2,0,0,0,0,49,
2406,anyalitvinova,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/anyalitvinova.jpg,/profile/anyalitvinova,React Button Toggle,C,"import React, { useState } from 'react';
import ReactDOM from 'react-dom';

const Toggle = () => {
  const [on, setOn] = useState(true);

  return (
    <button onClick={() => setOn(!on)}>{ on ? 'ON' : 'OFF' }</button>
  );
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,27,Female,0,1,0,0,2,1,0,0,0,41,
2411,Kaiola,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Kaiola.jpg,/profile/Kaiola,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {butt:'ON'}
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
   let newStat = this.state.butt === 'ON' ? 'OFF' : 'ON';
   this.setState({butt: newStat});
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.butt}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,52,
2412,AntonyM97,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AntonyM97.jpg,/profile/AntonyM97,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggle: false
    }
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState({ toggle: !this.state.toggle })
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.toggle === true ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,53,
2414,saeedafroozi,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/saeedafroozi.jpg,/profile/saeedafroozi,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state={
      status:'ON',
    }
  }

  handleClick=() =>{
    if(this.state.status === 'OFF')
      this.setState({status:'ON'});
    else {
            this.setState({status:'OFF'});
    }
    // todo
  }

  render() {
    return (
      <button onClick={this.handleClick} >{this.state.status}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,1,4,0,0,2,1,0,0,0,48,
2415,araspro,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/araspro.jpg,/profile/araspro,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      buttonOn: false
    };
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState({buttonOn: !this.state.buttonOn});
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.buttonOn?'ON':'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,0,0,0,2,1,0,0,0,45,
2418,nickstrad,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/nickstrad.jpg,/profile/nickstrad,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      on: true
    }
  }

  handleClick = () => {
    this.setState({ on: !this.state.on })
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.on ? ""ON"" : ""OFF"" }</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,52,
2419,Ostadius,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Ostadius.jpg,/profile/Ostadius,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggleOn: true
    };
  }

  handleClick() {
    // todo
    
    
    
  }

  render() {
    return (
      
      <button onClick={ () => this.setState({toggleOn: !this.state.toggleOn})}>{this.state.toggleOn ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,1,1,0,0,2,1,0,0,0,50,
2421,benjamintkomme,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/benjamintkomme.jpg,/profile/benjamintkomme,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      on: true
    }
  }

  handleClick = () => {
      this.setState({
        ...this.state,
        on: !this.state.on
      })
  }

  render() {
    return (
      <button onClick={this.handleClick}>{ this.state.on ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,53,
2423,lalitha0998,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/lalitha0998.jpg,/profile/lalitha0998,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state={
      buttonText:'ON'
    }
  }

  handleClick=()=> {
    if(this.state.buttonText==='ON'){
      this.setState({buttonText:'OFF'})
    }
    else{
      this.setState({buttonText:'ON'})
    }
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.buttonText}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,5,0,0,2,1,0,0,0,43,
2425,landon1234,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/landon1234.jpg,/profile/landon1234,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      status: 'ON'
    }
  }

  handleClick= () => {
    this.setState(state => ({
      status: state.status === 'ON' ? 'OFF' : 'ON'
    }));
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.status}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,54,
2426,Lemos97,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Lemos97.jpg,/profile/Lemos97,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggled: false
    }
  }

  handleClick() {
    // todo
    this.setState({
      toggled: !this.state.toggled
    })
  }

  render() {
    const {toggled} = this.state;
    return (
      <button onClick={() => this.handleClick()}>{toggled ? ""OFF"" : ""ON""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,1,1,0,0,2,1,0,0,0,56,
2427,mega0319,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/mega0319.jpg,/profile/mega0319,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = {
      toggle: true
    }
  }

  handleClick = () => {
    this.setState({ toggle: !this.state.toggle })
  }

  determineToggleText = () => {
    return this.state.toggle ? 'ON' : 'OFF'
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.determineToggleText()}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,0,1,0,0,2,2,0,0,0,59,
2429,1995sd,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/1995sd.jpg,/profile/1995sd,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {isOn: true};
    this.handleClick = this.handleClick.bind(this);
  }

  handleClick() {
    this.setState( state => ({
      isOn: !state.isOn
    }));
  }

  render() {
    return (
      <button onClick={this.handleClick}>
        {this.state.isOn ? 'ON' : 'OFF'}
      </button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,54,
2430,Jethet,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Jethet.jpg,/profile/Jethet,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
    buttonToggle: 'ON'
    }
  }


  handleClick = event => {
    if (this.state.buttonToggle ==='ON'){
    this.setState({buttonToggle: 'OFF'})
    }
    else {
      this.setState({buttonToggle: 'ON'})
    }
  }

  render() {
    return (
      <button onClick = {this.handleClick}>{this.state.buttonToggle}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Female,0,3,0,0,2,1,0,0,0,56,
2431,Herman1990,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Herman1990.jpg,/profile/Herman1990,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      isToggleOn: true
    }
  }

  handleClick() {
    this.setState(state => ({
      isToggleOn: !state.isToggleOn
    }))
  }

  render() {
    return (
      <button onClick={() => this.handleClick()}>{this.state.isToggleOn ? 'ON' : 'OFF'}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,52,
2432,petritH,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/petritH.jpg,/profile/petritH,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      toggle: true
    }
  }

  handleClick = e => {
    e.preventDefault();
    this.setState({ toggle: !this.state.toggle });
  }

  render() {
    return (
      <button onClick={this.handleClick}>{this.state.toggle ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,52,
2433,toonpanupong,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/toonpanupong.jpg,/profile/toonpanupong,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);
    this.state = {
      isButtonOn: false
    }
  }

  handleClick() {
    this.setState(prevState => ({
      isButtonOn: !prevState.isButtonOn
    }))
  }

  render() {
    const { isButtonOn } = this.state;
    return (
      <button onClick={() => this.handleClick()}>{isButtonOn ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,0,Male,0,1,0,0,2,1,0,0,0,58,
2435,marcosbreve,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/marcosbreve.jpg,/profile/marcosbreve,React Button Toggle,C,"import React from 'react';
import ReactDOM from 'react-dom';

class Toggle extends React.Component {
  constructor(props) {
    super(props);

    this.state = { toggled: true  }
  }

  handleClick() {
    // todo
    this.setState({toggled: !this.state.toggled})
  }

  render() {
    return (
      <button onClick={()=> this.handleClick()}>{this.state.toggled ? ""ON"" : ""OFF""}</button>
    );
  }
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,-1,Male,1,1,0,0,2,1,0,0,0,49,
2436,anyalitvinova,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/anyalitvinova.jpg,/profile/anyalitvinova,React Button Toggle,Python,"import React, { useState } from 'react';
import ReactDOM from 'react-dom';

const Toggle = () => {
  const [on, setOn] = useState(true);

  return (
    <button onClick={() => setOn(!on)}>{ on ? 'ON' : 'OFF' }</button>
  );
}

ReactDOM.render(
  <Toggle />,
  document.getElementById('root')
);",10,27,Female,0,0,0,0,0,0,3,0,0,41,"'Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]''Toggle', 'Toggle''setOn]'"
