,User_Name,User_img,User_url,Challange_Name,Programming_Lang,Sol_Code,User_Score,User's_Comments,User_Gender,Name_or_Image,Comments,Conditions,For,While,Func dec,Varibales Dec,Comments length,code length,Variables Names,Num_of_Lines,Lines_ave_len,Vars_ave_len,num_of_cases_uses
1469,isaiMercado,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/isaiMercado.jpg,/profile/isaiMercado,                         Array Addition                       ,Python,function FirstReverse(str) {   let revString = '';  // code goes here    for (let i = str.length - 1; i > -1; i--) {    //console.log(i)    //console.log(str[i])    revString = revString + str[i];    //console.log(revString)  }   return revString; }   // keep this function call here console.log(FirstReverse(readline()));,10,0,0,0,0,0,1,0,0,1,0,42, 'function',1,0,8,0
1470,isaiMercado,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/isaiMercado.jpg,/profile/isaiMercado,                         Array Addition                       ,Python,"alphabet = ""abcdefghijklmnopqrstuvwxyz""vowels = ""aeiou""def LetterChanges(string):  string = string.lower()  output = """"  for char in string:    if char in alphabet:      alphaIndex = alphabet.find(char)      nextAlphaIndex = (alphaIndex + 1) % len(alphabet)      nextChar = alphabet[nextAlphaIndex]      if nextChar in vowels:        output = output + nextChar.upper()      else:        output = output + nextChar    else:      output = output + char  # code goes here  return output# keep this function call here print(LetterChanges(input()))",10,0,0,0,2,6,1,0,2,1,66,66, 'alphabet',1,0,8,0
1471,isaiMercado,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/isaiMercado.jpg,/profile/isaiMercado,                         Array Addition                       ,Python,"def permutations(array, permutation, output, expected=None):  if len(array) == 0:    output.append(permutation)    return output  for i in range(len(array)):    num = array[i]    restArray = array[:i] + array[i+1:]    permutations(restArray, permutation + [num], output)      if expected != None:    assert expected == output, ""permutations "" + str(output)  return outputdef binaryPosibilities(array, posibility, output, expected=None):  if len(array) == 0:    output.append(posibility)    return output",10,0,0,0,0,3,1,0,2,0,0,54,,1,0,0,0
1472,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"import redef word_len(word):  return len(word)def LongestWord(sen):  # code goes here  words = sen.split("" "")  words = re.split(""\W+"", sen)  lenghts = list(map(word_len, words))  maxim = max(lenghts)  argmaxims = [i for i in range(len(lenghts)) if lenghts[i] == maxim]  sen = words[argmaxims[0]]    return sen# keep this function call here print(LongestWord(input()))",10,-3,0,0,2,1,1,0,2,0,47,47,,1,0,0,0
1473,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,def FirstReverse(string):  newStr = ''  for s in string:    newStr = s + newStr  return newStr# keep this function call here print(FirstReverse(input())),10,-3,0,0,1,0,1,0,1,1,22,22, 'def',1,0,3,0
1474,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,def FirstFactorial(num):    # code goes here  if num > 1:    num *= FirstFactorial(num - 1)  return num# keep this function call here print(FirstFactorial(input())),10,-3,0,0,2,1,0,0,1,1,23,23, 'def',1,0,3,0
1475,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"def is_digit(digit):  try:    int(digit)  except:    return False  return Truedef QuestionsMarks(string):  # code goes here  number_of_x = 0  current_digit = """"  condition_passed = 0  for elem in string:    if is_digit(elem):      if current_digit != """":        if int(elem) + int(current_digit) == 10:          if number_of_x != 3:            return ""false""          else:            condition_passed += 1      number_of_x = 0      current_digit = elem",10,-3,0,0,1,6,1,0,2,0,55,55,,1,0,0,0
1476,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"def FindIntersection(strArr):  a = strArr[0].split("","")  b = strArr[1].split("","")  # code goes here  solution = """"  i = 0  j = 0  while i < len(a) and j < len(b):    if int(a[i]) == int(b[j]):      solution += a[i]      solution += "",""      i += 1      j += 1    elif int(a[i]) < int(b[j]):      i += 1    else:      j += 1  strArr = solution[:-1]  if solution == """":    strArr = ""false""  return strArr",10,-3,0,0,1,6,0,1,1,0,68,68,,1,0,0,0
1477,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"def CodelandUsernameValidation(string):  # code goes here  if len(string) < 4 or len(string) > 24:    return ""false""  if string[-1] == ""_"":    return ""false""  if not string[0].isalpha():    return ""false""  for elem in string:    if not elem.isalpha() and not elem.isdigit() and not elem == ""_"":      return ""false""  return ""true""# keep this function call here print(CodelandUsernameValidation(input()))",10,-3,0,0,2,4,1,0,1,0,52,52,,1,0,0,0
1478,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"def BracketMatcher(string):  # code goes here  open_p = 0  for elem in string:    if elem == ""("":      open_p += 1    if elem == "")"":      if open_p <= 0:        return 0      open_p -= 1  if open_p != 0:    return 0  return 1# keep this function call here print(BracketMatcher(input()))",10,-3,0,0,2,4,1,0,1,0,47,47,,1,0,0,0
1479,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"def TreeConstructor(strArr):  # code goes here  parents = {}  children = {}  for elem in strArr:    tuplu = eval(elem)    if tuplu[1] not in parents.keys():      parents[tuplu[1]] = [tuplu[0]]    else:      parents[tuplu[1]].append(tuplu[0])    if tuplu[0] not in children.keys():      children[tuplu[0]] = [tuplu[1]]    else:      children[tuplu[0]].append(tuplu[1])    for key in parents.keys():    if len(parents[key]) > 2:      return ""false""  for key in children.keys():    if len(children[key]) > 1:",10,-3,0,0,1,8,3,0,1,1,57,57, 'def',1,0,3,0
1480,dariusjam,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/dariusjam.jpg,/profile/dariusjam,                         Min Window Substring                       ,Python,"def is_good_candidate(string, chars):  for char in chars:    if char in string:      string = string.replace(char, '', 1)    else:      return False  return Truedef MinWindowSubstring(strArr):  # code goes here  chars = list(strArr[1])  best_substring = """"  current_substring = """"  for elem in strArr[0]:    current_substring += elem    while is_good_candidate(current_substring, chars):      if len(current_substring) < len(best_substring) or best_substring == """":        best_substring = current_substring      current_substring = current_substring[1:]      ",10,-3,0,0,1,4,2,1,2,0,59,59,,1,0,0,0
1481,jacobseth,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jacobseth.jpg,/profile/jacobseth,                         Tree Constructor                       ,Go,function FirstReverse(str) {   if (str.length > 1){    let head = str[0];    let tail = str.slice(1);    return FirstReverse(tail) + head   } else {    return str  }}   // keep this function call here console.log(FirstReverse(readline()));,10,0,0,0,240,2,0,0,2,0,32,32,,1,0,0,0
1482,jacobseth,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jacobseth.jpg,/profile/jacobseth,                         Tree Constructor                       ,Go,"function LetterChanges(str) {   final_string = ''  for (let i = 0; i < str.length; i++){    let current = str[i]    if (current.match(/[a-x]/i)) {      let current_asc = current.charCodeAt(0)      current = String.fromCharCode(current_asc+1);    } else if (current == 'z') {      current = 'a'    }        if (['a','e','i','o','u'].includes(current)) {      current = current.toUpperCase()    }        final_string += current  }  // code goes here    return final_string; }   // keep this function call here ",10,0,0,0,509,4,1,0,2,0,64,64,,1,0,0,0
1483,jacobseth,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jacobseth.jpg,/profile/jacobseth,                         Tree Constructor                       ,Go,def FirstFactorial(num):     if num == 1:        return num;    else:        return num * FirstFactorial(num - 1)# keep this function call here  print FirstFactorial(raw_input()),10,0,0,0,179,2,0,0,1,0,0,22,,1,0,0,0
1484,jacobseth,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jacobseth.jpg,/profile/jacobseth,                         Tree Constructor                       ,Go,"package mainimport ""fmt""func BracketMatcher(str string) string {  openCount := 0  for _, char := range(str) {    if char == '(' {      openCount += 1      continue    } else if char == ')' {      openCount -= 1    }    if openCount < 0 {      return ""0""    }  }  if openCount != 0 {    return ""0""  }  return ""1""}",10,0,0,0,313,5,1,0,1,1,0,55, 'package',1,0,7,0
1485,jacobseth,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/jacobseth.jpg,/profile/jacobseth,                         Tree Constructor                       ,Go,"package mainimport (  ""fmt""  ""strings""  ""strconv"")type children struct {  LessThan *int  GreaterThan *int}func extractInts(tupeStr string) (int, int) {  noParen := strings.Trim(tupeStr, ""()"")  intStrList := strings.Split(noParen, "","")  a, _ := strconv.Atoi(intStrList[0])  b, _ := strconv.Atoi(intStrList[1])  return a, b}func TreeConstructor(strArr []string) string {  nodeMap := make(map[int]*children)  parentMap := make(map[int]*int)",10,0,0,0,438,0,0,0,2,1,0,47, 'package',1,0,7,0
1486,MostafaGamal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MostafaGamal.jpg,/profile/MostafaGamal,                         Min Window Substring                       ,Go,"package mainimport (  ""fmt""  ""strings"")func LongestWord(sen string) string {  // code goes here  longestWord := """"  words := strings.Split(strings.Map(func(r rune) rune {    if r == '!' || r == '@' || r == '#' || r == '$' || r == '%' ||      r == '^' || r == '&' || r == '*' || r == '(' || r == ')' ||      r == ';' || r == ':' || r == '.' || r == ',' || r == '-' ||      r == '_' || r == '\\' || r == '/' || r == '~' || r == '|' {      return -1    }    return r  }, sen), "" "")  for _, word := range words {    if len(word) > len(longestWord) {      longestWord = word    }  }",5,0,0,0,578,2,1,0,2,1,129,129, 'package',1,0,7,0
1487,MostafaGamal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MostafaGamal.jpg,/profile/MostafaGamal,                         Min Window Substring                       ,Go,"package mainimport (  ""fmt""  ""strings"")func FindIntersection(strArr []string) string {  intersect := make([]string, 0)  for _, val1 := range strings.Split(strArr[0], "","") {    for _, val2 := range strings.Split(strArr[1], "","") {      if strings.TrimSpace(val2) == strings.TrimSpace(val1) {        intersect = append(intersect, val1)        break      }    }  }  result := strings.Replace(strings.Join(intersect, "",""), "" "", """", -1)  if len(result) != 0 {    return result  }    return ""false""",5,0,0,0,492,2,2,0,1,1,0,60, 'package',1,0,7,0
1488,MostafaGamal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MostafaGamal.jpg,/profile/MostafaGamal,                         Min Window Substring                       ,Go,"package mainimport (  ""fmt""  ""regexp"")func CodelandUsernameValidation(str string) string {  // code goes here  r := regexp.MustCompile(""^[a-zA-Z]([._]|[a-zA-Z0-9]){4,25}[a-zA-Z0-9][^_]$"")  if !r.MatchString(str) {    return ""false""  }  return ""true""}func main() {  // do not modify below here, readline is our function  // that properly reads in the input for you  fmt.Println(CodelandUsernameValidation(readline()))}",5,0,0,0,418,2,1,0,3,1,46,46, 'package',1,0,7,0
1489,MostafaGamal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MostafaGamal.jpg,/profile/MostafaGamal,                         Min Window Substring                       ,Go,"package mainimport ""fmt""func BracketMatcher(str string) string {  // code goes here  chArr := make([]rune, 0)  for _, char := range str {    if char == ')' && (len(chArr) == 0 || chArr[len(chArr)-1] != '(') {      return ""0""    }    if char == '(' {      chArr = append(chArr, char)    }    if char == ')' && chArr[len(chArr)-1] == '(' {      chArr = chArr[:len(chArr)-1]    }  }  if len(chArr) != 0 {    return ""0""  }  return ""1""}",5,0,0,0,432,4,1,0,1,1,72,72, 'package',1,0,7,0
1490,MostafaGamal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MostafaGamal.jpg,/profile/MostafaGamal,                         Min Window Substring                       ,Go,"package mainimport (  ""fmt""  ""strings"")func TreeConstructor(strArr []string) string {  // code goes here  treeMap := make(map[string][]string, 0)  childMap := make(map[string][]string, 0)  for _, pair := range strArr {    nodes := strings.Split(strings.Trim(pair, ""()""), "","")    treeMap[nodes[1]] = append(treeMap[nodes[1]], nodes[0])    childMap[nodes[0]] = append(childMap[nodes[0]], nodes[1])    if len(treeMap[nodes[1]]) > 2 || len(childMap[nodes[0]]) > 1 {      return ""false""    }  }  return ""true""}func main() {",5,0,0,0,519,1,1,0,2,1,58,58, 'package',1,0,7,0
1491,MostafaGamal,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/MostafaGamal.jpg,/profile/MostafaGamal,                         Min Window Substring                       ,Go,"package mainimport (  ""fmt""  ""strings"")func checkSubStr(str1, str2 string) bool {  for _, ch := range str2 {    if strings.Count(str1, string(ch)) < strings.Count(str2, string(ch)) {      return false    }  }  return true}func MinWindowSubstring(strArr []string) string {  var i1, i2 int  var found bool  lenK := len(strArr[1])    for lenK <= len(strArr[0]) {    for i1, i2 = 0, lenK; i2 < len(strArr[0])+1; i1, i2 = i1+1, i2+1 {      if found = checkSubStr(strArr[0][i1:i2], strArr[1]); found {",5,0,0,0,496,2,3,0,2,1,0,71, 'package',1,0,7,0
1492,vaideheesagar,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/vaideheesagar.jpg,/profile/vaideheesagar,                         Tree Constructor                       ,Go,"package mainimport (  ""fmt""  ""strings"")func TreeConstructor(strArr []string) string {  replacer := strings.NewReplacer(""\""("", """", "")\"""", """")  //set of children  children := make(map[string]bool)  //map of parents with children count  parents := make(map[string]int)  for _, input := range strArr {      input := replacer.Replace(input)      pair := strings.Split(input, "","")      if len(pair) != 2 {        return ""false""      }      child := pair[0]      parent := pair[1]      if ok := children[child]; !ok {          children[child] = true",10,0,0,0,543,2,1,0,1,1,67,67, 'package',1,0,7,0
1493,bernardofire,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/bernardofire.jpg,/profile/bernardofire,                         Tree Constructor                       ,Ruby,"def FindIntersection(arr)  arr1 = arr[0].gsub(' ', '').split("","")  arr2 = arr[1].gsub(' ', '').split("","")  return arr1.select {|e| arr2.include?(e) }.join(',')end# keep this function call here puts FindIntersection(STDIN.gets)",9,2,0,0,1,0,0,0,1,1,24,24, 'def',1,0,3,0
1494,bernardofire,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/bernardofire.jpg,/profile/bernardofire,                         Tree Constructor                       ,Ruby,"def BracketMatcher(str)  return 1 if !str.include?('(') && !str.include?(')')  mapping = {'(' => ')', '{' => '{'}  counter = 0  str.each_char do |char|    counter +=1 if mapping.keys.include?(char)    counter -= 1  if mapping.values.include?(char)  end  # code goes here  if counter >= 0    return 1   else    return 0  endend# keep this function call here puts BracketMatcher(STDIN.gets)",9,2,0,0,2,5,0,0,1,0,53,53,,1,0,0,0
1495,bernardofire,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/bernardofire.jpg,/profile/bernardofire,                         Tree Constructor                       ,Ruby,"def TreeConstructor(strArr)  #firsts = strArr.map do |e| e.gsub('(', '').gsub(/,.*\)/, '') end  firsts = strArr.map do |e| e.gsub(/\(.*,/, '').gsub(')', '') end  return (firsts.size - firsts.uniq.size) < 2end# keep this function call here puts TreeConstructor(STDIN.gets)",9,2,0,0,2,0,0,0,1,1,33,33, 'def',1,0,3,0
1496,Elainebv,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/Elainebv.jpg,/profile/Elainebv,                         Ruby Age Counting                       ,Ruby,"def TreeConstructor(strArr)  raiz = strArr.map do |elem| elem.gsub(/\(.*,/, '').gsub(')', '') end  return (raiz.size - raiz.uniq.size) < 2end# keep this function call here puts TreeConstructor(STDIN.gets)",10,0,1,0,1,0,0,0,1,1,24,24, 'def',1,0,3,0
1497,alexandrenog212,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/alexandrenog212.jpg,/profile/alexandrenog212,                         Tree Constructor                       ,Ruby,"def BracketMatcher(str)  str=str.split("""").select{|c| c==""("" or c=="")""}  v={};v[""(""]=1;v["")""]=-1  arr = str.map{|c| v[c]}  count=0  arr.each{|v|    count+=v    return 0 if count <0  }  return 0 if count>0  return 1end# keep this function call here puts BracketMatcher(STDIN.gets)",10,0,0,0,1,2,0,0,1,0,33,33,,1,0,0,0
1498,alexandrenog212,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/alexandrenog212.jpg,/profile/alexandrenog212,                         Tree Constructor                       ,Ruby,"def TreeConstructor(strArr)  leafs=[]  tree = Hash.new  strArr.each{|str|    vals = str[1..-2].split("","")    leafs << vals[0]    if tree.key?(vals[1])      tree[vals[1]] << vals[0]     else      tree[vals[1]] = [vals[0]]    end    return false if tree[vals[1]].size > 2  }  #puts tree.to_s  return leafs.size == leafs.uniq.sizeend# keep this function call here puts TreeConstructor(STDIN.gets)",10,0,0,0,2,3,0,0,1,0,43,43,,1,0,0,0
1499,user18542639,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/user18542639.jpg,/profile/user18542639,                         Farthest Nodes                       ,Ruby,"def TreeConstructor(strArr)    parentOf = {}    childrenCount = {}    strArr.each do |s|        pair = s[1..-2].split(',')        parentOf[pair[0]] = pair[1]        if childrenCount[pair[1]]            childrenCount[pair[1]] += 1            if childrenCount[pair[1]] > 2                return false            end        else            childrenCount[pair[1]] = 1        end    end    parents = parentOf.map do |k,v|         climbToTop(parentOf, k)    end    return parents.uniq.size == 1enddef climbToTop(parentOf, node)",15,0,0,0,0,3,0,0,2,0,0,49,,1,0,0,0
1500,rainbooww,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rainbooww.jpg,/profile/rainbooww,                         Alphabet Soup                       ,Ruby,"def CheckNums(num1,num2)  return true if num2 > num1      return ""-1"" if num1 == num2    return false         end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,1,2,0,0,1,0,25,25,,1,0,0,0
1501,rainbooww,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rainbooww.jpg,/profile/rainbooww,                         Alphabet Soup                       ,Ruby,"def LongestWord(sen)  alphabets = ('a'..'z').to_a  longest = nil  longest_len = 0  words = sen.split("" "")  words.each do |word|      validword = word.each_char.select{|n| alphabets.include?(n)}.join("""")      if validword.length > longest_len || longest == nil          longest = validword          longest_len = validword.length      end  end   longest      end   # keep this function call here    puts LongestWord(STDIN.gets)",10,0,1,1,1,1,0,0,1,0,48,48,,1,0,0,0
1502,rainbooww,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rainbooww.jpg,/profile/rainbooww,                         Alphabet Soup                       ,Ruby,"def TimeConvert(num) hr = 0  (hr+=1 and num -=60) until num < 60  return ""#{hr}:#{num}""         end   # keep this function call here    puts TimeConvert(STDIN.gets)",10,0,1,1,3,0,0,0,1,0,24,24,,1,0,0,0
1503,rainbooww,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rainbooww.jpg,/profile/rainbooww,                         Alphabet Soup                       ,Ruby,"def AlphabetSoup(str)    return str.downcase.split('').sort.join("""")         end   # keep this function call here    puts AlphabetSoup(STDIN.gets)",10,0,1,1,1,0,0,0,1,0,13,13,,1,0,0,0
1504,mytyde,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/mytyde.jpg,/profile/mytyde,                         Vowel Count                       ,Ruby,"def CheckNums(num1,num2)    return true if num1 < num2  # code goes here  return false         end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,0,0,2,1,0,0,1,0,23,23,,1,0,0,0
1505,AliAlsayed,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AliAlsayed.jpg,/profile/AliAlsayed,                         Longest Word                       ,Ruby,"def CheckNums(num1,num2)    num2 > num1 ? true : num1 > num2 ? false : ""-1""end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,0,0,1,0,0,0,1,0,23,23,,1,0,0,0
1506,AliAlsayed,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/AliAlsayed.jpg,/profile/AliAlsayed,                         Longest Word                       ,Ruby,def LongestWord(sen)    sen.scan(/w+/).max_by{|s| s.length}end   # keep this function call here    puts LongestWord(STDIN.gets),10,0,0,0,1,0,0,0,1,0,12,12,,1,0,0,0
1507,ujwala,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ujwala.jpg,/profile/ujwala,                         Largest Pair                       ,Ruby,"def CheckNums(num1,num2)        if (num2 > num1)        return true     elsif num2 == num1         return -1    else         return false     end end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,1,4,0,0,1,0,27,27,,1,0,0,0
1508,QuarkSoup91,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/QuarkSoup91.jpg,/profile/QuarkSoup91,                         Largest Pair                       ,Ruby,"def CheckNums(num1,num2)    if num2 > num1        return true    elsif num1 > num2        return false    else        return -1    endend   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,1,4,0,0,1,0,26,26,,1,0,0,0
1509,bisbro,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/bisbro.jpg,/profile/bisbro,                         Bitwise One                       ,Ruby,"def CheckNums(num1,num2)if num2 > num1     return true elsif num2 < num1   return  false else   return  -1endend   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,1,4,0,0,1,0,24,24,,1,0,0,0
1510,randyjap,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/randyjap.jpg,/profile/randyjap,                         Vowel Count                       ,Ruby,"def CheckNums(num1,num2)  return -1 if num1 == num2  num1 < num2 ? true : falseend   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,0,0,1,1,0,0,1,0,23,23,,1,0,0,0
1511,kelaiyarao1,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kelaiyarao1.jpg,/profile/kelaiyarao1,                         Vowel Count                       ,Ruby,"def CheckNums(num1,num2)  # code goes here  if num1 < num2      return true    elsif num1 > num2      return false  else       return ""-1""  end            end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,2,4,0,0,1,0,31,31,,1,0,0,0
1512,kmosier,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/kmosier.jpg,/profile/kmosier,                         Bitwise One                       ,Ruby,"def CheckNums(num1,num2)num1 == num2 ? ""-1"" : num2 > num1end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,1,0,0,0,1,0,18,18,,1,0,0,0
1513,rnelson082,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/rnelson082.jpg,/profile/rnelson082,                         Bitwise One                       ,Ruby,"def CheckNums(num1,num2)    if num2 > num1        true    elsif num2 < num1        false    else        -1    end         end   # keep this function call here    puts CheckNums(STDIN.gets)",10,0,1,1,1,4,0,0,1,0,24,24,,1,0,0,0
1514,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;class MainClass {  public static String CheckNums(int num1, int num2) {       // code goes here      /* Note: In C# the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    if (num2 > num1)    {        return ""true"";    }    else if (num2 == num1)    {        return ""-1"";    }    else    {        return ""false"";    }  }",10,0,0,0,488,5,0,0,7,0,156,78,,1,0,0,0
1515,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;using System.Text.RegularExpressions;class MainClass {  public static string LongestWord(string sen) {     string[] senWords = sen.Split(null);    int maxLength = 0;    string retWord = """";        for(int i = 0; i < senWords.Length; i++)    {        //Console.WriteLine(senWords[i].Length);        if(senWords[i].Length > maxLength  && IsAlpha(senWords[i]))        {            maxLength = senWords[i].Length;            retWord = senWords[i];        }    }    // code goes here      /* Note: In C# the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */",10,0,0,0,719,2,1,0,4,0,180,90,,1,0,0,0
1516,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;class MainClass {  public static String TimeConvert(int num)   {       //Console.WriteLine(num);    if (num < 60)    {        return ""0:"" + num.ToString();    }    else    {        var mins = num/60 ;        var secs = ((mins*60) > num) ? (mins*60) - num : num - (mins*60) ;        return mins.ToString() + "":"" + secs.ToString();    }  }  static void Main()   {      Console.WriteLine(TimeConvert(Console.ReadLine()));  }    }",10,0,0,0,440,2,0,0,3,0,58,58,,1,0,0,0
1517,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;class MainClass {  public static string AlphabetSoup(string str) {       // code goes here      /* Note: In C# the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    char[] array = str.ToCharArray();    char temp = new char();        for (int i = 0; i < array.Length; i++)    {        for (int j=0; j< array.Length; j++)        {            if(array[j] > array[i])            {                temp = array[j];                array[j] = array[i];                array[i] = temp;            }        }",10,0,0,0,668,2,2,0,4,0,188,94,,1,0,0,0
1518,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;class MainClass {  public static string FirstReverse(string str) {     var strArray = str.ToCharArray();    // code goes here      /* Note: In C# the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    String retStr = """";    for (var i = strArray.Length - 1; i > -1; i--)    {           retStr = retStr + strArray[i];    }        return retStr;              }  static void Main() {      // keep this function call here    Console.WriteLine(FirstReverse(Console.ReadLine()));  } ",10,0,0,0,646,1,1,0,6,0,188,94,,1,0,0,0
1519,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;class MainClass {  public static int SimpleAdding(int num) {       // code goes here      /* Note: In C# the return type of a function and the        parameter types being passed are defined, so this return        call must match the return type of the function.       You are free to modify the return type. */    var retNum = 0;    for(int i =0; i <= num; i++ )    {        retNum += i;    }    return retNum;              }  static void Main() {      // keep this function call here    Console.WriteLine(SimpleAdding(Console.ReadLine()));  } ",10,0,0,0,559,1,1,0,6,0,170,85,,1,0,0,0
1520,ApostolosMichail,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/ApostolosMichail.jpg,/profile/ApostolosMichail,                         Tree Constructor                       ,Csharp,"using System;using System.Collections.Generic;class MainClass {      static List<String> AlphabetList = new List<String>();  public static string LetterChanges(string str) {     initAlphabet();        var charsArray = str.ToCharArray();      String retStr = """";        for (int i = 0; i < charsArray.Length; i ++)    {        var alphabetIndex = AlphabetList.FindIndex(a => a == charsArray[i].ToString());        if ((alphabetIndex + 1) <= AlphabetList.Count && alphabetIndex != -1)        {            if(isVowel(AlphabetList[alphabetIndex + 1].ToCharArray()[0]))            {                retStr += char.ToUpper(AlphabetList[alphabetIndex + 1].ToCharArray()[0]).ToString();                            }            else                retStr += AlphabetList[alphabetIndex + 1];",10,0,0,0,781,3,1,0,0,0,0,72,,1,0,0,0
1521,verorc,https://s3-us-west-1.amazonaws.com/coderbyteprofiles/verorc.jpg,/profile/verorc,                         Min Window Substring                       ,Csharp,"using System;using System.Text.RegularExpressions;class MainClass {  public static string LongestWord(string sen) {    var res = Regex.Replace(sen, @""[^\sa-zA-Z0-9_.]+"", """", RegexOptions.Compiled);    var arr = res.Split("" "");    var largest = string.Empty;    foreach(var item in arr)    {      if(item.Length > largest.Length)      {        largest = item;      }    }    return largest;  }  static void Main() {      // keep this function call here    Console.WriteLine(LongestWord(Console.ReadLine()));  } ",5,0,0,0,511,1,1,0,2,0,56,56,,1,0,0,0
